# Powder_Size,Laser_Spot,Laser_Power,Scanning_Speed,Hatch_Distance,Layer_Thickness,Sample_Area,Sample_Length,Elongation
2.552666613389460992e-01,-3.694118540901740189e-01,5.192519163960943596e-01,1.907421821880326718e+00,-6.894761941530050953e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-2.119250002971424518e+00,2.365548669351042577e+00
-5.184786209663779788e-01,-1.426264524116329868e+00,-7.192907702982063167e-01,2.180888431150071749e-01,-3.809045452685624333e-01,-7.401261516268231588e-01,5.407498485512765019e-01,2.136885925326249325e+00,1.094600167370310739e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-6.265776462676526659e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,5.449222111360813026e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-9.081331427285392888e-01,-9.098845147847498538e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-3.653910179713991124e-01
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.234596851623572356e+00,-6.772576356306122536e-01,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,4.838468826656110999e-01
-1.172159980155358161e+00,1.392009262620085508e+00,-2.763083495097338194e-01,2.180888431150071749e-01,-9.098845147847498538e-01,-1.364661505680226483e+00,-3.194817941555748164e-01,-9.251860854396079525e-02,-1.057578073970058208e+00
2.552666613389460992e-01,-3.694118540901740189e-01,5.192519163960943596e-01,2.180888431150071749e-01,-6.894761941530050953e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-2.119250002971424518e+00,-8.409060753486294892e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-1.189688639189425912e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,4.169548562455729912e-01
-1.172159980155358161e+00,1.392009262620085508e+00,-2.763083495097338194e-01,7.811998360367803373e-01,-4.690678735212603367e-01,-1.364661505680226483e+00,-3.194817941555748164e-01,-9.251860854396079525e-02,-1.261162502204958180e+00
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.415406002965805987e+00,-8.518220434363619198e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,6.292643314048251835e-01
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.053787700281338502e+00,-8.518220434363619198e-01,4.125654090057186973e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-1.850733815347735400e-01
8.289054051170304804e-01,1.392009262620085508e+00,-1.306920512160465675e+00,-1.471244135650312534e+00,-1.350701156048239371e+00,-1.155907975734198068e-01,-1.761098537044329115e-01,-3.965283177080803911e-01,-9.782291229124512322e-02
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.234596851623572356e+00,-1.026386451242111697e+00,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-4.177412995175163735e-01
2.552666613389460992e-01,-3.694118540901740189e-01,1.395526985774036277e-01,2.470532814802099963e+00,-6.894761941530050953e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-2.119250002971424518e+00,1.882762739536851138e+00
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.053787700281338502e+00,-1.133377539897248543e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-3.595743200218306512e-01
2.963375149407578402e+00,-1.778548747458381651e+00,-9.000999216404399483e-01,-6.124998714446082682e-01,-4.690678735212603367e-01,-1.364661505680226483e+00,-3.911677643811457550e-01,-5.992014571508267329e-01,6.874313109005112388e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-9.081331427285392888e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,1.726535423636933186e-01
-1.172159980155358161e+00,1.392009262620085508e+00,-2.763083495097338194e-01,2.180888431150071749e-01,-4.690678735212603367e-01,-1.364661505680226483e+00,-3.194817941555748164e-01,-9.251860854396079525e-02,-1.173912032961429652e+00
2.552666613389460992e-01,-3.694118540901740189e-01,1.395526985774036277e-01,2.180888431150071749e-01,-6.894761941530050953e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-2.119250002971424518e+00,4.541817231228118534e-01
