# Powder_Size,Laser_Spot,Laser_Power,Scanning_Speed,Hatch_Distance,Layer_Thickness,Sample_Area,Sample_Length,Ultimate_Tensile_Strength
-5.184786209663779788e-01,-1.712763074812210032e-02,1.721632772821948265e+00,7.811998360367803373e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-5.103008050610740032e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-8.645874060038845343e-02,-3.450221498067660431e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-3.382190717470219266e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-2.672678919426221267e-01,-3.450221498067660431e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-2.746191999121099236e-01
5.620966870807120319e-01,5.465271265991609173e-01,1.360014470137481002e+00,6.685776374524257104e-01,1.294198691532697731e+00,1.133479910533387036e+00,-5.345397048322876321e-01,1.101545308987855742e-01,9.983269065721248614e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,4.559687134263125663e-01,-7.955109441441846618e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-9.677477231098929877e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,4.559687134263125663e-01,-9.081331427285392888e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-1.063118934982322683e+00
-2.383294670282434524e-01,-7.216960774322259686e-01,-6.108052794928661156e-01,-1.963966254456864124e+00,4.125654090057186973e-01,5.089445564799836008e-01,3.973779081001346802e-01,1.123520228112517394e+00,-2.538475489326006904e-02
-5.184786209663779788e-01,-1.712763074812210032e-02,2.264060226848649382e+00,7.811998360367803373e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-5.041431409319592216e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,9.435041074184521981e-02,7.811998360367803373e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-5.617307553883555543e-02
-5.184786209663779788e-01,-1.712763074812210032e-02,-6.288861946270895009e-01,-1.471244135650312534e+00,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-1.196880355457407674e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,4.559687134263125663e-01,-7.155554053702113670e-03,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-4.814367544558469936e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,9.435041074184521981e-02,-3.450221498067660431e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-4.964460607705653561e-01
5.620966870807120319e-01,5.465271265991609173e-01,1.360014470137481002e+00,2.997399370886643100e-01,1.294198691532697731e+00,1.133479910533387036e+00,-5.345397048322876321e-01,1.101545308987855742e-01,1.136874349477214663e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,6.367778647685462534e-01,2.180888431150071749e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-3.548197858009174421e-01
5.620966870807120319e-01,5.465271265991609173e-01,1.586025909315272875e+00,3.033643807723873653e+00,-4.690678735212603367e-01,5.089445564799836008e-01,5.407498485512765019e-01,1.101545308987855742e-01,-2.293514409078454674e-03
-5.184786209663779788e-01,-1.712763074812210032e-02,4.559687134263125663e-01,-2.323999512224113884e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-6.337879423224723752e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-8.096953459693231325e-01,-1.471244135650312534e+00,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-1.161473786714995793e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,4.559687134263125663e-01,-1.197777526380567614e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-5.210767172870260922e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,4.559687134263125663e-01,-6.828887455598299239e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-8.565448623320514043e-01
5.620966870807120319e-01,5.465271265991609173e-01,1.360014470137481002e+00,-1.479333022841454182e-01,1.294198691532697731e+00,2.382550618640193463e+00,-5.345397048322876321e-01,1.101545308987855742e-01,1.229239311413941049e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.768633162715052831e-01,-9.081331427285392888e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-8.120263473877141758e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,8.175870161107798850e-01,-3.450221498067660431e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-9.167066375826701252e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,9.435041074184521981e-02,-9.081331427285392888e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-9.028518932921614226e-01
1.229118482171508209e+00,-1.073980300774277863e+00,1.586025909315272875e+00,-1.978044029279908411e+00,-4.690678735212603367e-01,1.133479910533387036e+00,8.274937294535603671e-01,-4.978648874294535620e-01,-1.326191302168824526e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,-9.905044973115567641e-01,-9.081331427285392888e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-6.149810952560299526e-01
