# Powder_Size,Laser_Spot,Laser_Power,Scanning_Speed,Hatch_Distance,Layer_Thickness,Sample_Area,Sample_Length,Yield_Strength
-2.383294670282434524e-01,1.392009262620085508e+00,5.011710012618709742e-01,7.811998360367803373e-01,-1.791517797311728888e+00,5.089445564799836008e-01,5.407498485512765019e-01,-1.409894014921812211e+00,1.860948749587830742e+00
5.620966870807120319e-01,5.465271265991609173e-01,2.299572742485204713e-01,1.423146367967601744e+00,-9.098845147847498538e-01,5.089445564799836008e-01,5.407498485512765019e-01,1.101545308987855742e-01,-1.362262147736278184e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,1.721632772821948265e+00,7.811998360367803373e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-2.064770226256737728e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,6.367778647685462534e-01,-3.450221498067660431e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-4.932893623650369541e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-8.645874060038845343e-02,-3.450221498067660431e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,1.228317776280488278e-02
5.620966870807120319e-01,5.465271265991609173e-01,1.360014470137481002e+00,-1.817199618594518007e-01,1.294198691532697731e+00,1.133479910533387036e+00,-5.345397048322876321e-01,1.101545308987855742e-01,1.078616007518872433e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,4.559687134263125663e-01,-9.081331427285392888e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-8.707889663001462388e-01
5.620966870807120319e-01,5.465271265991609173e-01,1.360014470137481002e+00,1.321786389241682569e+00,4.125654090057186973e-01,1.133479910533387036e+00,-5.345397048322876321e-01,1.101545308987855742e-01,1.055146025256803677e+00
5.620966870807120319e-01,5.465271265991609173e-01,1.586025909315272875e+00,3.033643807723873653e+00,-9.098845147847498538e-01,5.089445564799836008e-01,5.407498485512765019e-01,1.101545308987855742e-01,-9.163324847569717102e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,2.264060226848649382e+00,1.907421821880326718e+00,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-7.950709097362831379e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,9.983961674530135166e-01,-3.450221498067660431e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-6.273930249069088472e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-2.672678919426221267e-01,-3.450221498067660431e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,8.765185686062552939e-02
-5.184786209663779788e-01,-1.712763074812210032e-02,1.360014470137481002e+00,-3.450221498067660431e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-7.061540676332902500e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,4.559687134263125663e-01,-1.197777526380567614e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-2.266561033276927317e-01
5.620966870807120319e-01,5.465271265991609173e-01,1.360014470137481002e+00,-4.238576888158143152e-01,1.294198691532697731e+00,2.382550618640193463e+00,-5.345397048322876321e-01,1.101545308987855742e-01,1.360255794663697504e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,6.367778647685462534e-01,2.180888431150071749e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-7.988891625007155106e-02
5.620966870807120319e-01,5.465271265991609173e-01,1.360014470137481002e+00,2.997399370886643100e-01,1.294198691532697731e+00,1.133479910533387036e+00,-5.345397048322876321e-01,1.101545308987855742e-01,1.102085989780941189e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,4.559687134263125663e-01,-7.155554053702113670e-03,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-1.476905656742200368e-01
5.620966870807120319e-01,5.465271265991609173e-01,1.360014470137481002e+00,-4.238576888158143152e-01,1.294198691532697731e+00,2.382550618640193463e+00,-5.345397048322876321e-01,1.101545308987855742e-01,1.360255794663697504e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,-4.480770432848558138e-01,-9.081331427285392888e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-2.469576379843815284e-01
-7.719469031008804327e-01,1.392009262620085508e+00,1.134003030959688907e+00,-3.450221498067660431e-01,-4.690678735212603367e-01,-1.155907975734198068e-01,8.991796996791312502e-01,9.461812311001144282e-01,6.874496364843931673e-01
5.620966870807120319e-01,5.465271265991609173e-01,1.586025909315272875e+00,3.033643807723873653e+00,-4.690678735212603367e-01,5.089445564799836008e-01,5.407498485512765019e-01,1.101545308987855742e-01,1.085234073533638544e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,4.559687134263125663e-01,-5.702665469754752969e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-7.760905844386554175e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,9.435041074184521981e-02,7.811998360367803373e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,3.497291090570966987e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,4.559687134263125663e-01,-3.450221498067660431e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-4.757283964090909256e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,1.179205318795247148e+00,7.811998360367803373e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-4.855805459569444149e-02
-5.184786209663779788e-01,-1.712763074812210032e-02,9.435041074184521981e-02,-9.081331427285392888e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-6.021789488517611533e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,4.559687134263125663e-01,1.054666445306525341e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-7.021321632905756782e-02
-5.184786209663779788e-01,-1.712763074812210032e-02,4.559687134263125663e-01,-6.828887455598299239e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-5.820637264468563332e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,9.435041074184521981e-02,-3.450221498067660431e-01,-3.809045452685624333e-01,1.133479910533387036e+00,-3.273791325329101359e-02,8.195105189483978814e-01,-1.197800627681681190e-01
-1.065436492940830648e+00,-7.216960774322259686e-01,1.395526985774036277e-01,4.433332402837164565e-01,1.921570883739739388e-01,1.133479910533387036e+00,-5.703826899450731291e-01,-9.032111663149463565e-01,6.092163622774973142e-01
5.620966870807120319e-01,5.465271265991609173e-01,1.360014470137481002e+00,1.321786389241682569e+00,1.294198691532697731e+00,1.133479910533387036e+00,-5.345397048322876321e-01,1.101545308987855742e-01,1.055146025256803677e+00
5.620966870807120319e-01,5.465271265991609173e-01,1.360014470137481002e+00,6.685776374524257104e-01,1.294198691532697731e+00,1.133479910533387036e+00,-5.345397048322876321e-01,1.101545308987855742e-01,1.031676042994734921e+00
