# Powder_Size,Laser_Spot,Laser_Power,Scanning_Speed,Hatch_Distance,Layer_Thickness,Sample_Area,Sample_Length,Ultimate_Tensile_Strength
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.234596851623572356e+00,-5.026932278248625874e-01,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,4.518342151131599649e-01
2.963375149407578402e+00,-1.778548747458381651e+00,-9.000999216404399483e-01,-6.124998714446082682e-01,-4.690678735212603367e-01,-1.364661505680226483e+00,-3.911677643811457550e-01,-5.992014571508267329e-01,-1.269862130236595332e-01
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.415406002965805987e+00,-8.518220434363619198e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-1.002913935390281841e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-9.081331427285392888e-01,-9.098845147847498538e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,2.517101309169192946e-01
3.230183867443896517e+00,-7.216960774322259686e-01,-2.220656041070637188e-01,2.180888431150071749e-01,-1.350701156048239371e+00,-7.401261516268231588e-01,-6.779116452834295092e-01,-9.032111663149463565e-01,1.256948799994958232e+00
-1.172159980155358161e+00,1.392009262620085508e+00,-2.763083495097338194e-01,2.180888431150071749e-01,-4.690678735212603367e-01,-1.364661505680226483e+00,-3.194817941555748164e-01,-9.251860854396079525e-02,4.388896655928477969e-02
2.963375149407578402e+00,-1.778548747458381651e+00,-9.000999216404399483e-01,-4.938887852283510571e-02,-4.690678735212603367e-01,-1.364661505680226483e+00,-3.911677643811457550e-01,-5.992014571508267329e-01,-3.240314651553419245e-01
2.552666613389460992e-01,-3.694118540901740189e-01,3.474832226209723651e-01,9.670264637009655662e-01,-6.453945300266561436e-01,-7.401261516268231588e-01,-7.495976155090005033e-01,-1.612567154364558775e+00,-2.947825605420456019e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.035706785147115117e+00,-1.189688639189425912e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-7.926431602301717283e-02
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-1.189688639189425912e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,5.288050167270986757e-01
-2.116485952246112134e-01,-1.712763074812210032e-02,-8.729785489391048703e-01,-8.518220434363619198e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-1.172249698940946994e+00
2.552666613389460992e-01,-3.694118540901740189e-01,-4.028747554492973504e-01,2.180888431150071749e-01,-2.486595528895155782e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-1.612567154364558775e+00,8.448471281539307043e-01
3.230183867443896517e+00,-7.216960774322259686e-01,2.299572742485204713e-01,2.180888431150071749e-01,-1.350701156048239371e+00,-7.401261516268231588e-01,-6.779116452834295092e-01,-9.032111663149463565e-01,1.426284563545623385e+00
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.053787700281338502e+00,-8.518220434363619198e-01,-2.825123225777081970e-02,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-1.534012466526458951e+00
2.552666613389460992e-01,-3.694118540901740189e-01,1.395526985774036277e-01,1.907421821880326718e+00,-6.894761941530050953e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-2.119250002971424518e+00,1.467848796417151158e+00
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.053787700281338502e+00,-9.925997916668052312e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-1.410859183944157103e+00
2.552666613389460992e-01,-3.694118540901740189e-01,-1.316610284359468752e-01,2.180888431150071749e-01,-2.486595528895155782e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-1.612567154364558775e+00,9.400600097503737373e-01
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.071868615415561887e+00,-8.518220434363619198e-01,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,2.978926118852825433e-01
4.564227457625489315e+00,1.392009262620085508e+00,-6.740884824626478533e-01,-1.189688639189425912e+00,-1.350701156048239371e+00,-4.278584746001214967e-01,-5.345397048322876321e-01,-1.663235439225245305e+00,1.738862988899829487e+00
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.234596851623572356e+00,-1.200950859047861252e+00,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,6.211699786638251730e-01
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.053787700281338502e+00,-8.518220434363619198e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-6.411511678047697727e-01
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.234596851623572356e+00,-8.518220434363619198e-01,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,4.903196159201293480e-01
2.552666613389460992e-01,-3.694118540901740189e-01,4.650091709934242590e-01,2.005966245641637169e+00,-6.453945300266561436e-01,-7.401261516268231588e-01,-7.495976155090005033e-01,-1.612567154364558775e+00,-7.104248892573146179e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,4.996443395758937700e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-1.172249698940946994e+00
2.963375149407578402e+00,-1.778548747458381651e+00,-9.000999216404399483e-01,-3.309443749837217008e-01,-4.690678735212603367e-01,-1.364661505680226483e+00,-3.911677643811457550e-01,-5.992014571508267329e-01,-3.317285453167358455e-01
-1.172159980155358161e+00,1.392009262620085508e+00,-2.763083495097338194e-01,2.180888431150071749e-01,-9.098845147847498538e-01,-1.364661505680226483e+00,-3.194817941555748164e-01,-9.251860854396079525e-02,1.136874349477214663e+00
2.552666613389460992e-01,-3.694118540901740189e-01,5.192519163960943596e-01,2.180888431150071749e-01,-6.894761941530050953e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-2.119250002971424518e+00,1.691064121097573425e+00
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.315960969727577368e+00,-8.518220434363619198e-01,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,3.517721730150396575e-01
3.230183867443896517e+00,-7.216960774322259686e-01,-2.220656041070637188e-01,-9.081331427285392888e-01,-1.350701156048239371e+00,-7.401261516268231588e-01,-6.779116452834295092e-01,-9.032111663149463565e-01,6.188608546154074075e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-6.265776462676526659e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,8.237436736625414202e-02
-1.172159980155358161e+00,1.392009262620085508e+00,-2.763083495097338194e-01,7.811998360367803373e-01,-4.690678735212603367e-01,-1.364661505680226483e+00,-3.194817941555748164e-01,-9.251860854396079525e-02,-5.026037248996800821e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-8.548976338048815959e-01,-1.189688639189425912e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-2.486000795736823532e-01
3.230183867443896517e+00,-7.216960774322259686e-01,6.819801526041046058e-01,2.180888431150071749e-01,-1.350701156048239371e+00,-7.401261516268231588e-01,-6.779116452834295092e-01,-9.032111663149463565e-01,9.359805572648352001e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,7.811998360367803373e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-1.818804432498032142e+00
-5.184786209663779788e-01,-1.426264524116329868e+00,-1.234596851623572356e+00,-1.026386451242111697e+00,-3.809045452685624333e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,6.134728985024312520e-01
2.552666613389460992e-01,-3.694118540901740189e-01,5.192519163960943596e-01,1.344310828958553694e+00,-6.894761941530050953e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-2.119250002971424518e+00,1.467848796417151158e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.397325087831582602e+00,-1.189688639189425912e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,2.594072110783132157e-01
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.234596851623572356e+00,-8.518220434363619198e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-1.864986913466395446e+00
-1.172159980155358161e+00,1.392009262620085508e+00,-2.763083495097338194e-01,-9.081331427285392888e-01,-9.098845147847498538e-01,-1.364661505680226483e+00,-3.194817941555748164e-01,-9.251860854396079525e-02,1.460151716255757126e+00
2.552666613389460992e-01,-3.694118540901740189e-01,1.395526985774036277e-01,1.344310828958553694e+00,-6.894761941530050953e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-2.119250002971424518e+00,1.283118872543698163e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.126111360818232043e+00,-1.189688639189425912e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,1.516480888187989873e-01
-5.184786209663779788e-01,-1.712763074812210032e-02,-1.306920512160465675e+00,-6.346665334587943408e-02,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-5.487862058680433863e-01
2.963375149407578402e+00,-1.778548747458381651e+00,-9.000999216404399483e-01,5.137221143989381122e-01,-4.690678735212603367e-01,-1.364661505680226483e+00,-3.911677643811457550e-01,-5.992014571508267329e-01,-5.095310970449352661e-01
-2.116485952246112134e-01,-1.712763074812210032e-02,-1.053787700281338502e+00,-7.110442952059186084e-01,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,-3.965283177080803911e-01,-1.957351875403121833e+00
-5.184786209663779788e-01,-1.712763074812210032e-02,-9.453022094759984117e-01,-1.189688639189425912e+00,-4.690678735212603367e-01,-7.401261516268231588e-01,-3.194817941555748164e-01,1.101545308987855742e-01,-2.255088390895007289e-01
2.552666613389460992e-01,-3.694118540901740189e-01,5.192519163960943596e-01,1.907421821880326718e+00,-6.894761941530050953e-01,-7.401261516268231588e-01,-7.782720035992288787e-01,-2.119250002971424518e+00,1.144571429638608473e+00
8.289054051170304804e-01,1.392009262620085508e+00,-1.306920512160465675e+00,-1.471244135650312534e+00,-1.350701156048239371e+00,-1.155907975734198068e-01,-1.761098537044329115e-01,-3.965283177080803911e-01,1.516480888187989873e-01
